1,2,3,4,5,6,7,8,9,10
Irgun,106356018,False,True,Former user 2,UNKNOWN,violence,armed force,"Based on the premises formulated by Ze'ev Jabotinsky that ""every Jew had the right to enter Palestine; only active retaliation would deter the Arabs and the British; only Jewish violence would ensure the Jewish state,"" (Howard Sachar: A History of the State of Israel, pps 265-266) the group made retaliation against Arab attacks a central part of their initial efforts.","Based on the premises formulated by Ze'ev Jabotinsky that ""every Jew had the right to enter Palestine; only active retaliation would deter the Arabs and the British; only Jewish armed force would ensure the Jewish state,"" (Howard Sachar: A History of the State of Israel, pps 265-266) the group made retaliation against Arab attacks a central part of their initial efforts."
Irgun,122606506,False,True,Tewfik,UNKNOWN,attacking,retaliation against,"Based on the premises formulated by Ze'ev Jabotinsky that ""every Jew had the right to enter Palestine; only active retaliation would deter the Arabs and the British; only Jewish armed force would ensure the Jewish state,"" (Howard Sachar: A History of the State of Israel, pps 265-266) the group made attacking Arab forces a central part of their initial efforts.","Based on the premises formulated by Ze'ev Jabotinsky that ""every Jew had the right to enter Palestine; only active retaliation would deter the Arabs and the British; only Jewish armed force would ensure the Jewish state,"" (Howard Sachar: A History of the State of Israel, pps 265-266) the group made retaliation against Arab attacks a central part of their initial efforts."
Irgun,321814875,False,True,Malik Shabazz,UNKNOWN,murdered,killed,Approximately thirteen hours later the hostages were murdered by Irgun and their bodies (booby-trapped with an IED) were dumped in woodlands south of Netanya.,Approximately thirteen hours later the hostages were killed by Irgun and their bodies (booby-trapped with an IED) were dumped in woodlands south of Netanya.
Irgun,501457270,True,True,Dalai lama ding dong,UNKNOWN,Aliyah,Immigratioh,[[Parita22839.,[[Parita22839.
Press TV,215087322,False,True,65.42.208.134,UNKNOWN,has,will have,"The channel has correspondents in London, New York, Washington, Beirut, Damascus, Moscow and several other European capitals, as well as five correspondents covering the Israel-Palestine conflict from Gaza, Ramallah and Jerusalem Al-Quds.","The channel will have correspondents in London, New York, Washington, Beirut, Damascus, Moscow and several other European capitals, as well as five correspondents covering the Israel-Palestine conflict from Gaza, Ramallah and Jerusalem."
Press TV,215087322,False,True,65.42.208.134,UNKNOWN,educators.,employee.,Mr. Sarafraz confirms training had been provided partly by BBC educators.,Mr Sarafraz said training had been provided by a BBC employee.
Press TV,215087322,False,True,65.42.208.134,UNKNOWN,correspondent,correspndent is,"New to Press TV, is the Baghdad correspondent, Canadian Amanda Lindhout.","New to Press TV, the Baghdad correspndent is Canadian journalist Amanda Lindhout."
Muttahida Majlis-e-Amal,22329680,False,True,Tanzeel,UNKNOWN,one,partycoalition,"Supporters of the MMA regard it as an ""Islamic"" political party which does everything ""Islamic"" and is the only one worthy of ruling Pakistan.","Supporters of the MMA regard it as an ""Islamic"" political party which does everything ""Islamically"" and is the only party/coalition worthy of ruling Pakistan, stating that Islamic law is supreme."
Muttahida Majlis-e-Amal,22329680,False,True,Tanzeel,UNKNOWN,Islam.,Sindh province.,"They reject the idea that clerics have special status and can monopolize, decide and force Islam on the people as there is no organized clergy in Islam.","The MMA is popular amongst the common masses of people in rural Punjab, NWFP and Baluchistan and amongst the urban poor, while it is heavily opposed by the secular modern western-educated Pakistani elite and in Sindh province."
Boston Red Sox,3336051,False,True,Varitek,UNKNOWN,refusal,decision not,"Many Red Sox fans blamed their manager, Grady Little for the loss, as his refusal to take out Red Sox ace pitcher Pedro Martinez after seven strong innigs led to a disastrous eighth in which the Yankees scored three runs to tie the game.","Many Red Sox fans blamed their manager, Grady Little for the loss, as his decision not to take out Red Sox ace pitcher Pedro Martinez after seven strong innings led to an eighth inning in which the Yankees scored three runs to tie the game."
Boston Red Sox,3417491,False,True,Varitek,UNKNOWN,poor,contentious,Some Red Sox fans and columnists believe that this poor decision by Little led to his firing the following offseason.,Some Red Sox fans and columnists believe that this contentious decision by Little led to his firing the following offseason.
Boston Red Sox,34506465,False,True,Pal,MINOR,failure,futility,"This transaction would later become the source of the Curse of the Bambino legend, which suggested that the club was doomed to years of failure as a result of the sale.","This transaction would later become the source of the Curse of the Bambino legend, which suggested that the club was doomed to years of futility as a result of the sale."
Boston Red Sox,62819822,False,True,Dudesleeper,MINOR,playing,likely to play,"Sluggers David Ortiz, Manny Ramirez (although not playing because of knee problems), along with second baseman Mark Loretta, will start for the American League squad.","Sluggers David Ortiz, Manny Ramirez (although not likely to play because of knee problems), along with second baseman Mark Loretta, will start for the American League squad."
Boston Red Sox,62917948,False,True,Srose,UNKNOWN,throughout,for,"In Game Two, after trailing 1-0 throughout most of the game, John Olerud hit a two-run home run to put the Yankees up for good.","In Game 2, after trailing 1-0 for most of the game, John Olerud hit a two-run home run to put the Yankees up for good."
Boston Red Sox,62917948,False,True,Srose,UNKNOWN,Four,4,"In Game Four of the Series, the Red Sox found themselves facing elimination, trailing 4-3 in the ninth with Yankees superstar closer Mariano Rivera on the mound.","In Game 4 of the Series, the Red Sox found themselves facing elimination, trailing 4-3 in the ninth with Yankees superstar closer Mariano Rivera on the mound."
Boston Red Sox,144491183,False,True,Dudesleeper,UNKNOWN,manager.,coach.,"Another fan favorite, outfielder Gabe Kapler, announced his retirement at age 31 to fulfill his life long dream of becoming a manager.","Another fan favorite, outfielder Gabe Kapler, announced his retirement at age 31 to fulfill his life long dream of becoming a coach."
Boston Red Sox,194320296,False,True,Irishguy,UNKNOWN,mountainous,great,"After New York achieved mountainous success and Boston did not win for a few decades, the sale of Babe Ruth came to be viewed as the beginning of the Yankees-Red Sox rivalry, described as the ""Greatest Rivalry on Earth"" by some journalists.","After New York achieved great success and Boston did not win for a few decades, the sale of Babe Ruth came to be viewed as the beginning of the Yankees-Red Sox rivalry, described as the ""Greatest Rivalry on Earth"" by some journalists."
